Stkcd,Chgtype,Annoudt
600149,AB,2009/8/26
600149,BD,2009/10/27
600149,DB,2012/3/26
600149,BA,2012/8/21
600149,AD,2017/4/27
600149,DB,2018/5/9
600150,AB,2001/4/10
600150,BA,2002/4/11
600150,AD,2018/4/23
600156,AD,2004/3/17
600156,DA,2005/4/20
600159,AD,2003/6/30
600159,DB,2004/3/30
600159,BD,2004/6/29
600159,DB,2004/12/13
600159,BA,2006/4/19
600163,AD,2015/2/10
600163,DA,2016/3/17
600167,AB,2001/4/25
600167,BA,2003/2/11
600173,AD,2006/4/24
600173,DB,2007/9/26
600173,BA,2008/2/27
600178,AD,2014/4/29
600178,DA,2015/4/24
600179,AD,2010/4/15
600179,DB,2011/5/23
600179,BA,2012/8/24
600179,AB,2016/3/10
600179,BD,2016/4/29
600179,DA,2016/11/2
600180,AD,2008/6/26
600180,DB,2011/12/14
600180,BA,2012/8/31
600181,AD,2005/5/9
600181,AX,2007/5/25
600182,AB,2003/4/25
600182,BD,2003/4/25
600182,DA,2005/3/18
600185,AD,2009/5/4
600185,DA,2010/2/11
600187,AD,2005/4/20
600187,BA,2010/8/25
600187,DB,2009/4/14
600190,AB,2003/4/22
600190,BA,2004/3/18
600193,AD,2018/5/2
600198,AD,2007/4/25
600198,DB,2008/6/2
600198,BA,2009/6/4
600198,AD,2018/4/26
600199,AD,2005/4/19
600199,DB,2006/4/14
600199,BA,2007/5/11
600202,AD,2018/4/24
600203,AD,2004/4/26
600203,DB,2005/4/15
600203,BA,2006/3/20
600203,AD,2011/1/26
600203,DB,2012/4/25
600203,BA,2012/8/17
600205,AX,2007/4/26
600207,AD,2007/4/30
600207,DB,2008/4/24
600207,BA,2012/8/21
600209,AD,2006/4/24
600209,DB,2007/6/13
600209,BA,2008/6/16
600209,AD,2010/4/26
600209,DB,2011/10/31
600209,BA,2012/7/13
600209,AD,2018/4/23
600212,AD,2008/4/14
600212,DA,2009/7/2
600212,AD,2016/4/8
600212,DA,2017/2/22
600213,AD,2005/4/26
600213,DB,2007/6/27
600213,BA,2008/5/8
600217,AD,2007/4/30
600217,DB,2008/6/5
600217,BD,2009/8/25
600217,DB,2011/7/21
600217,BA,2012/8/23
600217,AD,2015/3/17
600217,DA,2016/3/8
600223,AD,2007/4/12
600223,DB,2008/5/29
600223,BA,2010/3/10
600225,AD,2006/4/27
600225,BA,2010/5/18
600225,DB,2009/10/22
600225,AD,2017/3/18
600225,DA,2018/5/4
600228,AD,2011/4/25
600228,DB,2012/6/8
600228,BA,2012/8/29
600228,AD,2014/4/30
600228,DA,2015/3/18
600228,AD,2017/3/11
600228,DB,2018/5/9
600230,AD,2016/3/24
600230,DA,2017/3/14
600234,AB,2003/4/16
600234,BD,2003/4/16
600234,DB,2004/6/2
600234,BD,2006/5/8
600234,DB,2007/6/26
600234,BD,2009/4/29
600234,DB,2010/6/8
600234,BD,2013/4/26
600234,DA,2014/4/18
600234,AD,2016/4/29
600234,DB,2017/3/25
600238,AD,2018/4/25
600240,AD,2004/4/23
600240,DA,2005/3/17
600242,AD,2006/5/8
600242,BA,2011/4/6
600242,DB,2008/12/25
600242,AD,2015/4/30
600242,DA,2016/4/6
600247,AB,2014/4/9
600247,BD,2014/6/30
600247,DB,2016/5/6
600247,BD,2018/5/2
600248,AD,2006/4/28
600248,DB,2008/12/19
600248,BA,2009/4/9
600250,AD,2012/5/2
600250,DA,2013/5/3
600253,AD,2009/4/14
600253,DA,2010/4/26
600253,AX,2013/7/11
600259,AD,2006/4/29
600259,BA,2010/5/18
600259,DB,2009/1/12
600263,AX,2012/2/29
600265,AB,2012/9/26
600265,BD,2013/5/2
600265,DB,2014/4/28
600265,BD,2016/4/29
600265,DB,2017/2/9
600275,AD,2008/4/30
600275,DB,2009/12/29
600275,BA,2012/8/28
600275,AD,2017/4/28
600275,DB,2018/5/8
600281,AD,2011/4/26
600281,DB,2012/5/25
600281,BA,2012/8/27
600282,AD,2014/4/29
600282,DA,2015/2/9
600286,AD,2005/5/9
600286,AX,2007/5/28
600289,AB,2017/12/26
600289,BD,2018/4/25
600296,AX,2007/4/26
600299,AD,2010/4/6
600299,DB,2011/7/7
600299,BA,2012/8/29
600299,AD,2014/4/16
600299,DA,2015/4/9
600301,AD,2010/4/23
600301,DB,2011/12/16
600301,BA,2012/8/27
600301,AD,2013/5/2
600301,DB,2014/4/22
600301,BD,2015/4/22
600301,DB,2017/4/7
600306,AD,2014/4/15
600306,DA,2015/3/2
600306,AD,2016/4/26
600306,DA,2017/4/18
600311,AB,2015/11/30
600311,BA,2016/4/6
600313,AB,2003/4/22
600313,BD,2003/4/22
600313,DA,2005/4/12
600313,AB,2006/3/6
600313,BD,2009/4/20
600313,BA,2012/7/11
600313,DB,2011/10/13
600319,AD,2013/4/26
600319,DA,2014/5/7
600319,AD,2016/3/28
600319,DA,2017/2/24
600321,AD,2018/4/11
600329,AD,2008/4/1
600329,DA,2009/4/23
600335,AD,2004/3/17
600335,DB,2005/3/4
600335,BA,2006/5/23
600335,AD,2011/2/22
600335,DA,2012/4/26
600338,AB,2003/8/28
600338,BD,2004/1/16
600338,DB,2005/3/31
600338,BD,2012/4/26
600338,DA,2013/3/11
600339,AD,2016/4/18
600339,DA,2017/5/5
600340,AD,2009/4/30
600340,DB,2010/6/30
600340,BA,2011/11/1
600346,AD,2016/4/28
600346,DA,2016/11/2
600355,AD,2010/4/19
600355,DB,2011/6/23
600355,BA,2012/8/22
600357,AX,2009/12/26
600358,AD,2013/5/2
600358,DA,2014/4/23
600359,AD,2012/5/2
600359,DA,2013/4/9
600365,AD,2011/2/15
600365,DA,2012/8/15
600372,AD,2008/4/14
600372,DB,2010/9/13
600372,BA,2011/6/2
600373,AD,2010/4/27
600373,DA,2011/4/13
600375,AD,2016/4/11
600375,DA,2017/3/7
600381,AD,2007/4/29
600381,DB,2008/5/19
600381,BA,2012/3/19
600381,AB,2013/3/5
600381,BD,2013/4/26
600381,DA,2015/2/9
600381,AB,2016/6/28
600381,BA,2016/11/18
600385,AB,2003/4/8
600385,BD,2004/4/21
600385,DB,2005/5/10
600385,BD,2007/2/12
600385,DB,2008/6/11
600385,BD,2012/4/19
600385,DB,2014/7/31
600385,BA,2015/5/1
600386,AD,2007/4/20
600386,DA,2008/3/26
600392,AD,2012/5/2
600392,DA,2013/4/26
600397,AD,2018/4/18
600399,AD,2018/6/26
600401,AD,2008/4/28
600401,DB,2012/2/10
600401,BA,2012/5/10
600401,AD,2015/4/23
600401,DA,2016/4/30
600401,AD,2017/4/29
600403,AD,2017/3/24
600403,DA,2018/4/11
600408,AD,2015/4/30
600408,DA,2016/3/14
600408,AD,2018/4/23
600419,AD,2006/4/26
600419,DB,2007/6/26
600419,BD,2008/4/29
600419,DB,2009/5/18
600419,BA,2012/8/27
600421,AB,2008/4/30
600421,BD,2009/4/28
600421,DB,2010/6/9
600421,BD,2012/4/27
600421,DA,2014/3/28
600421,AB,2018/1/10
600423,AD,2017/4/29
600425,AD,2017/4/8
600425,DA,2018/5/2
600429,AD,2006/4/28
600429,DB,2007/4/24
600429,BA,2008/4/28
600432,AD,2016/4/29
600432,DA,2018/5/23
600432,TX,2018/7/12
600444,AD,2010/4/16
600444,DB,2011/7/5
600444,BA,2012/8/31
600444,AD,2013/4/26
600444,DA,2014/3/7
600444,AD,2015/4/17
600444,DA,2016/4/22
600455,AD,2010/4/26
600455,DB,2012/6/27
600455,BA,2013/3/27
600462,AD,2007/4/23
600462,DB,2008/6/4
600462,BD,2010/4/23
600462,DA,2013/4/3
600466,AD,2007/4/30
600466,DB,2008/5/30
600466,BA,2009/3/18
600472,AX,2007/12/25
600490,AD,2010/4/28
600490,DB,2011/8/5
600490,BA,2012/9/3
600503,AB,2004/2/4
600503,BD,2005/5/9
600503,DB,2006/3/30
600503,BA,2008/7/11
600506,AD,2009/3/12
600506,DB,2010/11/10
600506,BA,2012/8/23
600515,AB,2005/5/9
600515,BD,2006/4/28
600515,DB,2007/4/27
600515,BD,2010/3/31
600515,DB,2011/5/5
600515,BA,2012/8/31
600516,AD,2006/4/24
600516,DB,2007/5/25
600516,BA,2008/3/6
600520,AD,2016/4/15
600520,DA,2017/4/24
600532,AD,2012/3/29
600532,DA,2012/12/11
600538,AD,2010/4/28
600538,DB,2011/8/19
600538,BA,2012/8/23
600538,AD,2013/3/29
600538,DA,2014/2/21
600539,AB,2011/6/29
600539,BA,2014/7/7
600539,AD,2015/4/20
600539,DA,2016/5/10
600539,AB,2016/7/14
600539,BA,2017/4/14
600539,AD,2018/4/24
600540,AD,2017/4/28
600540,DA,2018/4/4
600546,AD,2016/4/29
600546,DA,2017/4/11
600550,AD,2014/3/11
600550,DA,2015/3/17
600552,AD,2007/4/30
600552,DA,2008/4/3
600553,AX,2011/2/16
600555,AD,2013/4/27
600555,DA,2014/4/29
600556,AB,2007/4/30
600556,BD,2008/4/30
600556,DB,2013/2/5
600556,BD,2013/5/2
600556,DA,2014/5/7
600556,AB,2016/9/12
600562,AD,2010/2/23
600562,DB,2011/8/24
600562,BA,2012/8/23
600568,AD,2007/4/18
600568,DB,2008/12/25
600568,BA,2009/8/26
600576,AD,2006/3/24
600576,DA,2007/5/30
600579,AD,2007/4/30
600579,DB,2008/6/18
600579,BD,2012/4/27
600579,DA,2014/4/28
600581,AD,2016/3/29
600581,DA,2017/5/2
600591,AD,2009/3/25
600591,AX,2010/1/22
600598,AD,2014/3/27
600598,DA,2015/4/2
600603,AB,2002/3/25
600603,BD,2003/4/30
600603,DB,2004/4/30
600603,BD,2012/1/18
600603,DA,2014/3/7
600603,AD,2016/2/5
600603,DA,2017/3/25
600604,AD,2008/3/17
600604,DB,2009/12/30
600604,BD,2011/3/14
600604,DA,2012/9/4
600606,AB,1998/5/28
600606,BA,1999/5/28
600607,AX,2010/2/11
600608,AD,2007/4/30
600608,DB,2008/12/26
600608,BD,2010/4/29
600608,DB,2011/9/5
600608,BA,2013/2/7
600608,AD,2015/4/28
600608,DB,2016/5/4
600608,BA,2016/10/26
600608,AD,2017/3/24
600608,DB,2018/4/3
600609,AD,2006/4/28
600609,DB,2007/4/26
600609,BA,2008/5/21
600609,AD,2010/4/30
600609,DB,2011/6/23
600609,BA,2012/8/21
600610,AB,1999/4/26
600610,BA,2003/3/31
600610,AD,2007/4/30
600610,DB,2008/5/29
600610,BA,2012/8/27
600610,AD,2014/3/27
600610,DA,2015/5/5
600610,AD,2018/6/29
600613,AD,2003/4/30
600613,DA,2006/1/9
600614,AD,2006/5/8
600614,DB,2007/5/24
600614,BA,2008/3/5
600615,AD,2003/4/30
600615,DB,2005/2/4
600615,BA,2007/6/14
600617,AB,2003/4/30
600617,BD,2004/4/23
600617,DA,2007/2/6
600617,AB,2009/4/29
600617,BD,2010/4/30
600617,DB,2011/12/21
600617,BD,2013/4/27
600617,DA,2014/3/24
600622,AB,2002/3/26
600622,BA,2003/4/4
600627,AX,2008/11/24
600629,AB,2000/4/27
600629,BD,2005/4/26
600629,DB,2007/12/3
600629,BA,2008/5/22
600631,AX,2011/8/19
600632,AX,2004/11/15
600633,AB,1998/4/30
600633,BC,1999/7/3
600633,CA,2002/4/10
600633,AD,2009/3/23
600633,DA,2011/9/23
600634,AD,2010/4/29
600634,DB,2012/6/27
600634,BA,2014/4/4
600634,AD,2018/5/2
600636,AD,2017/3/29
600636,DA,2018/4/27
600644,AD,2015/3/30
600644,DA,2016/3/9
600645,AD,2006/5/8
600645,DB,2007/12/3
600645,BA,2012/3/16
600646,AB,2002/4/23
600646,AX,2003/9/22
600647,AB,1998/4/28
600647,BA,2005/6/7
600654,AD,2017/4/29
600654,DB,2018/5/9
600656,AD,2006/5/8
600656,DB,2008/6/24
600656,BA,2013/1/29
600656,AD,2015/3/30
600656,TX,2016/5/12
600656,DT,2016/3/22
600657,AD,2006/4/27
600657,DB,2007/6/29
600657,BA,2009/4/9
600658,AB,2000/4/17
600658,BA,2001/4/6
600659,AD,2004/12/7
600659,AX,2006/3/20
600669,AB,2002/4/6
600669,BD,2003/4/30
600669,AX,2004/9/15
600670,AB,1998/5/4
600670,BD,2003/4/30
600670,AX,2004/9/22
600671,AB,2007/4/27
600671,BA,2008/6/5
600671,AD,2011/5/3
600671,DB,2012/6/8
600671,BA,2013/5/8
600672,AB,2003/4/29
600672,BD,2004/4/22
600672,AX,2005/8/2
600675,AD,2016/3/19
600675,DA,2017/3/1
600678,AB,2009/6/29
600678,BD,2011/1/31
600678,DA,2013/2/1
600680,AB,2017/3/25
600680,BD,2017/4/22
600681,AD,2004/4/23
600681,DB,2005/2/3
600681,BD,2007/4/30
600681,DB,2011/9/1
600681,BA,2013/1/30
600683,AB,2000/4/12
600683,BA,2001/4/16
600689,AD,2014/4/14
600689,DA,2015/3/2
600691,AB,1999/4/28
600691,BA,2000/5/9
600691,AD,2004/4/20
600691,DB,2005/4/13
600691,BD,2007/4/30
600691,DB,2008/12/26
600691,BD,2010/4/21
600691,DA,2013/4/2
600691,AD,2015/4/10
600691,DA,2016/4/20
600696,AB,2000/5/8
600696,BA,2001/2/28
600696,AD,2017/3/28
600696,DB,2018/2/8
600698,AB,2002/4/26
600698,BD,2011/4/1
600698,DB,2013/6/29
600698,BA,2014/4/30
600699,AD,2007/4/24
600699,DB,2008/12/26
600699,BD,2010/4/14
600699,DB,2011/8/24
600699,BA,2012/2/29
600700,AD,2004/4/27
600700,AX,2005/9/15
600701,AD,2009/4/24
600701,DA,2010/6/30
600701,AD,2016/4/22
600701,DA,2017/2/11
600701,AD,2018/5/2
600703,AB,2001/1/20
600703,BA,2002/3/27
600703,AD,2006/4/28
600703,DB,2008/7/1
600703,BA,2009/1/22
600706,AD,2007/4/24
600706,DB,2008/6/18
600706,BA,2012/9/3
600707,AD,2013/3/29
600707,DA,2014/3/13
600709,AB,2002/3/18
600709,AX,2003/5/26
600710,AD,2015/4/27
600710,DB,2017/7/25
600710,BA,2018/3/27
600711,AD,2006/4/28
600711,DB,2007/3/22
600711,BA,2011/3/3
600714,AD,2007/3/26
600714,DB,2008/5/29
600714,BA,2011/4/28
600715,AB,1999/4/28
600715,BA,2000/4/29
600715,AB,2002/4/20
600715,BD,2003/4/30
600715,DB,2004/4/22
600715,BD,2006/4/27
600715,DB,2007/6/1
600715,BD,2011/4/28
600715,DB,2012/5/25
600715,BA,2012/8/29
600715,AD,2015/1/29
600715,DA,2016/3/11
600716,AD,2007/4/27
600716,DB,2008/6/2
600716,BA,2010/4/1
600721,AB,2000/4/6
600721,BC,2001/4/30
600721,CA,2002/7/2
600721,AD,2006/4/28
600721,DB,2007/6/26
600721,BA,2011/6/2
600721,AD,2016/3/7
600721,DA,2017/3/17
600722,AD,2007/4/30
600722,DB,2008/4/22
600722,BD,2010/3/30
600722,DB,2011/5/5
600722,BA,2013/1/30
600722,AD,2015/4/20
600722,DA,2016/2/4
600725,AD,2016/4/29
600725,DB,2017/3/15
600727,AD,2009/4/30
600727,BA,2012/6/26
600727,DB,2011/8/12
600728,AD,2006/5/8
600728,DB,2007/5/24
600728,DB,2010/9/10
600728,BA,2011/8/5
600732,AD,2015/4/28
600732,DB,2017/5/27
600733,AD,2012/3/15
600733,DA,2013/4/3
600733,AD,2017/3/21
600733,DB,2018/2/14
600733,BA,2018/8/30
600734,AB,2001/4/30
600734,BA,2002/3/8
600734,AD,2006/4/28
600734,DB,2008/12/22
600734,BA,2009/5/20
600735,AD,2004/4/22
600735,DB,2005/3/4
600735,BD,2007/4/27
600735,DA,2008/5/22
600737,AB,2004/7/23
600737,BD,2006/4/17
600737,DA,2007/3/5
600738,AB,2003/4/24
600738,BD,2003/4/24
600738,DB,2004/3/26
600738,BA,2005/4/8
600740,AD,2010/3/30
600740,DA,2011/4/29
600743,AB,2001/2/20
600743,BA,2009/3/25
600745,AB,2001/4/26
600745,BA,2003/4/29
600745,AD,2006/4/27
600745,DB,2008/7/1
600745,BA,2009/4/21
600747,AD,2017/4/29
600747,DB,2018/5/9
600749,AB,2003/3/7
600749,BD,2003/4/30
600749,DA,2004/4/21
600749,AD,2018/4/27
600751,AB,2003/6/27
600751,BD,2004/4/30
600751,DB,2007/1/19
600751,BD,2008/4/30
600751,DB,2009/8/26
600751,BA,2013/4/22
600752,AD,2004/4/30
600752,AX,2005/9/23
600753,AB,2001/4/21
600753,BA,2007/10/9
600757,AD,2007/4/30
600757,DB,2008/6/3
600757,BD,2010/3/30
600757,DB,2011/8/19
600757,BA,2012/3/23
600758,AB,1999/4/27
600758,BA,2000/4/25
600758,DB,2004/4/28
600758,BA,2008/3/13
600758,AB,2003/4/28
600758,BD,2003/4/28
600759,AB,1999/4/30
600759,BC,2001/5/14
600759,CB,2002/12/28
600759,BD,2006/4/28
600759,DB,2007/12/3
600759,BA,2008/2/21
600760,AB,2003/3/13
600760,BD,2003/4/30
600760,DB,2004/3/29
600760,BA,2008/6/12
600760,AD,2013/3/30
600760,DA,2014/3/6
600760,AD,2016/4/26
600760,DA,2017/3/10
600762,AB,2000/4/25
600762,BA,2001/3/16
600762,AB,2005/3/29
600762,BD,2005/6/30
600762,SX,2007/11/19
600763,AB,2001/6/23
600763,BD,2005/1/27
600763,DB,2006/3/3
600763,BA,2007/5/31
600766,AB,2003/4/28
600766,BD,2003/4/28
600766,DB,2004/4/16
600766,BD,2006/2/27
600766,DA,2007/3/28
600766,AB,2011/5/3
600766,BD,2012/4/27
600766,DA,2013/5/8
600767,AD,2005/4/25
600767,DB,2006/2/27
600767,BA,2007/6/29
600767,AD,2017/4/20
600767,DB,2018/4/11
600768,AB,2001/4/18
600768,BA,2003/3/27
600769,AB,2003/4/28
600769,BD,2003/4/28
600769,DA,2004/5/10
600769,AD,2010/4/22
600769,DB,2011/6/23
600769,BD,2013/5/2
600769,DA,2014/4/3
600771,AB,2008/4/30
600771,BA,2013/4/25
600772,AB,2005/5/9
600772,BD,2006/6/29
600772,AX,2006/11/24
600773,AD,2006/4/26
600773,DB,2007/5/24
600773,BD,2009/3/3
600773,DA,2010/3/15
600775,AB,1999/5/25
600775,BA,2000/4/27
600776,AD,2004/4/23
600776,DA,2005/5/16
600778,AD,2018/4/25
600779,AD,2015/4/30
600779,DA,2016/5/6
600781,AB,2003/4/29
600781,BD,2003/4/29
600781,DB,2004/3/19
600781,BD,2006/2/7
600781,DA,2007/3/29
600784,AB,2003/2/28
600784,BD,2003/4/30
600784,DA,2004/3/15
600786,AB,2002/4/16
600786,BA,2003/3/17
600786,AX,2008/3/14
600788,AB,2004/4/30
600788,BD,2004/11/1
600788,AX,2005/3/24
600792,AB,2002/4/16
600792,BA,2003/3/20
600792,AD,2008/3/31
600792,DB,2009/3/19
600792,BD,2011/3/28
600792,DA,2011/10/31
600793,AB,2003/4/28
600793,BA,2004/4/14
600793,AD,2008/1/31
600793,DB,2009/8/18
600793,BA,2016/11/18
600799,AB,2002/4/30
600799,BD,2004/4/23
600799,AX,2005/12/30
600800,AD,2006/7/3
600800,DB,2008/4/24
600800,BA,2012/8/30
600806,AB,2000/4/12
600806,BA,2001/3/13
600806,AD,2016/3/31
600806,DA,2018/5/23
600806,TX,2018/7/12
600807,AB,2003/3/6
600807,BD,2003/4/30
600807,DB,2004/4/21
600807,BD,2006/4/17
600807,DA,2007/5/24
600807,AD,2018/4/28
600813,AB,1998/4/30
600813,AX,2002/9/14
600815,AD,2017/4/28
600815,DA,2018/5/8
600817,AB,2008/3/19
600817,BD,2009/4/30
600817,DB,2013/2/1
600817,BD,2016/4/27
600817,DB,2018/5/8
600818,AB,1999/4/28
600818,BC,2001/5/14
600818,CB,2002/6/21
600818,BA,2005/3/18
600828,AD,2007/4/23
600828,DA,2008/5/29
600831,AB,1998/4/28
600831,BA,2002/3/28
600832,AX,2015/5/18
600833,AB,1999/5/15
600833,BC,2000/5/11
600833,CA,2002/4/20
600840,AX,2009/8/25
600842,AB,2002/4/24
600842,BD,2003/11/28
600842,DB,2004/4/19
600842,BA,2006/5/9
600842,AX,2010/2/11
600844,AD,2004/4/30
600844,DB,2006/5/11
600844,BA,2008/3/13
600844,AD,2017/4/29
600844,DA,2018/3/1
600845,AB,2000/4/27
600845,BC,2001/5/14
600845,CA,2002/5/14
600847,AB,1999/4/22
600847,BA,2000/4/27
600847,AB,2003/5/16
600847,BD,2004/4/21
600847,DB,2005/3/28
600847,BA,2012/5/17
600847,AD,2017/4/29
600847,DA,2018/5/8
600848,AB,2001/4/28
600848,BA,2007/5/11
600849,AX,2010/3/3
600852,AB,1998/6/4
600852,BA,2000/4/14
600852,AD,2004/4/26
600852,AX,2005/9/15
600853,AB,2001/4/7
600853,BA,2003/5/23
600854,AD,2007/4/27
600854,BA,2012/5/17
600854,DB,2009/11/9
600855,AB,1998/6/9
600855,BC,2000/6/1
600855,CA,2002/4/9
600858,AB,2002/4/16
600858,BD,2003/9/1
600858,DB,2004/3/1
600858,BA,2005/4/18
600860,AD,2010/3/19
600860,DB,2011/5/26
600860,BA,2012/8/22
600860,AD,2014/3/28
600860,DA,2015/3/23
600860,AD,2017/3/18
600860,DA,2018/4/3
600862,AB,1998/6/4
600862,BA,1999/6/4
600862,AB,2002/7/18
600862,BD,2003/4/30
600862,DB,2005/4/25
600862,BD,2007/4/25
600862,DA,2008/4/28
600866,AD,2016/4/26
600866,DA,2017/4/11
600868,AD,2008/4/30
600868,DB,2009/5/18
600868,BA,2012/8/21
600869,AD,2004/4/20
600869,DA,2005/6/7
600870,AB,2002/4/25
600870,BA,2004/4/29
600870,AD,2008/4/30
600870,DB,2010/5/7
600870,BA,2013/3/13
600870,AD,2015/4/30
600870,DA,2016/4/2
600870,AD,2018/4/26
600871,AD,2014/3/28
600871,DA,2015/3/30
600871,AD,2018/3/28
600873,AB,2003/2/20
600873,BD,2003/4/30
600873,DA,2005/3/21
600874,AB,1999/5/17
600874,BA,2001/3/23
600876,AB,1999/4/28
600876,BA,2000/4/27
600876,AD,2004/4/23
600876,DA,2005/6/27
600876,AD,2008/3/28
600876,DB,2009/5/19
600876,BA,2011/4/18
600877,AD,2012/4/27
600877,DA,2013/5/9
600877,AD,2017/4/29
600877,DB,2018/4/2
600878,BD,2003/4/29
600878,AB,2003/4/29
600878,AX,2004/9/15
600882,AD,2012/3/19
600882,DA,2012/11/22
600885,AD,2010/4/9
600885,DB,2011/12/21
600885,BA,2013/2/25
600886,AB,2003/3/7
600886,BD,2003/4/30
600886,DA,2004/2/4
600887,AD,2009/4/29
600887,DA,2010/6/8
600890,AD,2006/4/20
600890,DB,2007/5/24
600890,BD,2009/4/20
600890,DB,2010/7/16
600890,BA,2012/8/23
600891,AD,2003/4/30
600891,DB,2005/4/27
600891,BD,2007/4/30
600891,DB,2008/6/2
600891,BA,2011/8/31
600892,AB,1998/6/5
600892,BA,2001/4/13
600892,AD,2004/4/22
600892,DB,2006/3/7
600892,BD,2008/4/30
600892,DB,2009/12/29
600892,BD,2011/2/25
600892,DB,2012/4/25
600892,BA,2013/4/19
600893,AB,2001/10/9
600893,BA,2004/3/2
600894,AD,2012/2/13
600894,DA,2012/8/30
600896,AD,2018/5/2
600898,AB,1999/4/26
600898,BC,2001/3/27
600898,CA,2003/7/11
600898,AD,2009/4/27
600898,DB,2011/7/18
600898,BA,2011/11/11
600899,AB,2003/9/18
600899,BD,2004/3/24
600899,AX,2005/9/20
600961,AD,2013/3/14
600961,DA,2014/3/5
600962,AD,2015/4/29
600962,DA,2016/4/6
600980,AD,2013/4/2
600980,DA,2014/3/25
600984,AD,2007/4/4
600984,DB,2008/6/18
600984,BD,2010/3/2
600984,DB,2011/11/14
600984,BA,2012/7/16
600984,AD,2015/2/17
600984,DA,2016/5/7
600988,AD,2007/4/26
600988,DB,2008/6/3
600988,BD,2010/4/28
600988,DB,2011/9/5
600988,BA,2013/2/6
600991,AX,2012/3/16
601005,AD,2017/3/31
601005,DA,2018/3/8
601106,AD,2017/4/20
601106,DA,2018/5/8
601268,AD,2013/4/23
601268,SX,2015/5/16
601299,AX,2015/5/18
601313,AX,2018/2/23
601519,AD,2017/4/28
601519,DA,2018/5/9
601558,AD,2014/4/30
601558,DA,2015/4/30
601558,AD,2017/4/25
601558,DB,2018/4/11
601798,AD,2018/4/24
601918,AD,2016/4/29
601918,DA,2017/3/24
601919,AD,2013/3/28
601919,DA,2014/4/2
603188,AB,2018/8/13
603188,BA,2018/11/6
